id,age,income,loan_amount,term,gender,credit_history,default
5551,30,54034,14582,12,M,0,0
5552,52,75321,14474,12,F,1,1
5553,54,50937,10615,24,M,1,0
5554,40,49715,2480,36,M,1,0
5555,59,62797,13920,12,M,1,0
5556,22,57872,17893,12,M,1,0
5557,21,32775,12976,12,M,1,0
5558,56,43171,9223,24,F,1,0
5559,44,78409,12482,18,M,1,0
5560,47,54881,10073,36,M,1,0
5561,22,34903,16977,24,M,1,1
5562,51,47122,11519,12,F,0,0
5563,34,23261,14077,18,M,1,0
5564,22,22137,16135,12,F,1,1
5565,49,64734,14102,24,M,0,1
5566,35,49932,10811,6,F,1,0
5567,32,57783,2948,12,F,1,0
5568,57,67368,12701,18,F,0,0
5569,48,55092,15150,36,F,0,0
5570,40,60996,2481,6,M,1,0
5571,59,53859,12598,12,F,1,0
5572,44,69295,10553,12,M,0,0
5573,41,76601,1000,18,F,1,0
5574,30,52993,12170,6,F,1,0
5575,34,52364,17414,6,F,1,0
5576,57,54802,10647,6,F,1,0
5577,38,48417,1000,12,F,1,1
5578,44,43995,12293,6,M,1,1
5579,34,65725,15986,12,F,1,0
5580,54,44016,6238,12,M,1,0
5581,32,43150,9298,6,F,0,0
5582,42,63475,8650,24,F,0,0
5583,26,64626,10947,36,F,1,0
5584,56,85002,8495,36,F,1,0
5585,56,68294,17092,24,M,1,0
5586,42,62405,16965,6,F,1,0
5587,34,64570,7322,12,M,0,0
5588,36,47781,17088,18,M,1,0
5589,56,58433,2100,24,M,1,0
5590,45,59144,6289,36,M,1,0
5591,52,41868,13462,36,M,1,0
5592,53,49265,10787,12,M,1,0
5593,56,64285,11072,36,F,1,0
5594,40,49722,12241,36,M,0,0
5595,38,59173,7932,12,M,0,0
5596,58,63451,16618,6,M,0,0
5597,23,62752,13833,36,M,1,0
5598,43,75959,9850,6,M,1,0
5599,52,41280,15000,18,M,0,0
5600,36,74637,12650,6,F,1,0
5601,25,57114,9158,12,F,1,0
5602,24,62510,8945,12,M,1,0
5603,41,60454,4627,12,M,0,0
5604,60,59695,7313,36,F,1,0
5605,34,40439,9447,24,M,1,0
5606,59,61959,10793,36,F,0,0
5607,51,28417,5820,6,F,1,0
5608,34,81428,10576,18,F,0,0
5609,26,55727,7664,18,M,1,0
5610,32,67399,6808,18,F,1,0
5611,36,60227,12964,18,F,1,0
5612,37,50548,11235,24,M,1,1
5613,43,41888,9702,18,M,1,1
5614,34,39044,12926,36,F,1,1
5615,27,61690,3957,18,M,1,1
5616,52,60904,4362,12,M,0,1
5617,35,58376,8348,6,F,0,1
5618,64,48233,9483,36,M,0,0
5619,37,56198,13821,24,F,1,0
5620,61,43657,6861,36,M,1,0
5621,64,39787,6967,12,F,1,0
5622,54,45840,15444,18,M,0,0
5623,25,46500,4583,18,F,0,1
5624,47,71963,15079,24,M,1,1
5625,43,29524,10043,6,F,0,0
5626,60,49504,6109,18,M,1,0
5627,34,59485,4519,24,M,0,0
5628,35,79783,9065,18,F,1,0
5629,63,40888,13263,36,M,1,0
5630,53,33261,9931,24,F,1,1
5631,51,60844,14586,24,M,1,1
5632,55,52472,14442,24,M,0,0
5633,37,46688,14026,18,F,1,0
5634,48,56564,14239,24,M,0,0
5635,39,62927,7332,36,F,1,0
5636,43,61055,13906,6,M,0,0
5637,52,54525,20655,6,F,0,1
5638,60,69752,14886,12,M,1,0
5639,33,52960,8061,36,M,0,0
5640,40,50646,7100,36,F,1,1
5641,55,60708,10569,24,M,1,0
5642,25,31092,13853,12,M,1,0
5643,29,59236,10893,36,F,1,0
5644,49,45451,4464,36,M,1,0
5645,26,30050,13790,36,F,1,0
5646,45,56377,14691,18,M,0,0
5647,51,43125,5611,36,M,1,0
5648,42,25782,14804,18,F,1,1
5649,22,36932,10607,36,F,1,0
5650,25,75344,12436,6,M,1,0
5651,47,41649,12522,18,F,1,0
5652,45,54844,11440,18,M,1,0
5653,28,33738,8004,24,M,0,1
5654,21,81513,12499,36,F,0,1
5655,40,51040,10230,12,F,1,0
5656,64,39739,11647,12,F,1,0
5657,43,63276,8635,12,F,0,0
5658,52,80752,11975,12,M,1,1
5659,31,43876,9997,6,M,0,0
5660,59,39439,4988,12,F,1,0
5661,44,84427,12684,24,M,1,0
5662,31,48159,15401,12,F,0,0
5663,49,46450,12053,24,M,0,0
5664,46,17834,9147,18,F,0,1
5665,36,49495,12042,36,M,0,0
5666,55,29660,6700,12,M,1,0
5667,40,41598,14013,24,F,1,0
5668,23,19785,14470,24,M,1,1
5669,21,68527,9874,36,F,1,0
5670,21,28000,10676,18,F,1,0
5671,37,20888,4999,12,M,1,0
5672,22,36376,12973,24,M,0,1
5673,49,68710,8938,12,M,1,0
5674,40,43325,1000,6,F,1,0
5675,26,45331,10655,24,M,1,0
5676,28,57176,9540,18,M,1,0
5677,49,47725,5040,36,F,1,0
5678,53,68569,14958,24,M,1,0
5679,23,46405,7933,6,M,1,0
5680,55,46651,6444,36,M,1,0
5681,25,83962,15615,18,M,1,0
5682,47,50827,12115,12,M,1,0
5683,64,53458,5210,12,M,1,0
5684,32,46843,10038,24,F,1,0
5685,40,13576,6178,36,M,1,0
5686,40,63093,3813,6,M,1,0
5687,29,74907,3449,6,M,0,1
5688,59,68835,13519,18,F,0,0
5689,24,41628,6129,36,F,0,0
5690,39,47401,5183,36,M,1,0
5691,58,55237,8969,12,F,1,1
5692,47,54709,22935,18,F,1,0
5693,63,60214,12436,18,F,1,0
5694,33,53045,14204,18,M,0,0
5695,33,44580,5363,36,F,0,0
5696,42,52054,12239,12,M,1,0
5697,48,64981,10076,18,F,1,1
5698,42,93744,6583,12,F,0,0
5699,63,42515,9011,18,F,1,0
5700,39,53393,6887,36,M,1,0
5701,28,44550,10759,12,M,1,0
5702,28,54613,9017,24,F,0,0
5703,62,64634,6899,18,F,1,0
5704,46,46878,8867,36,M,1,0
5705,46,19309,14431,12,F,1,0
5706,43,65428,4314,6,M,0,0
5707,63,51956,7349,36,M,0,1
5708,33,44869,11712,36,F,1,0
5709,48,41520,7058,6,F,1,0
5710,29,54668,16329,6,M,0,0
5711,40,39561,15783,24,F,1,0
5712,39,41314,16049,24,F,1,0
5713,59,31270,13280,24,F,1,0
5714,32,39764,14884,36,M,1,0
5715,35,59462,10119,36,M,1,0
5716,51,29282,7173,36,M,1,0
5717,34,67281,7462,24,M,0,1
5718,31,32315,2244,12,M,0,0
5719,46,52249,8253,36,M,1,0
5720,62,57274,8550,36,M,1,0
5721,47,62369,9147,36,M,0,0
5722,31,62373,22612,24,M,1,0
5723,58,48739,6372,18,M,0,1
5724,54,47426,8903,24,F,1,0
5725,63,58948,20772,18,M,0,0
5726,39,54170,6559,24,M,1,0
5727,26,44812,4852,12,F,1,0
5728,58,55564,9045,12,M,0,0
5729,62,47493,6544,36,M,1,0
5730,48,40991,15461,24,F,0,0
5731,21,44324,10752,18,M,0,0
5732,55,57296,4531,18,F,0,0
5733,60,36078,11596,12,M,1,0
5734,28,66595,10969,36,M,0,0
5735,27,41640,3133,18,F,1,0
5736,31,16101,12230,24,M,0,0
5737,59,58288,12496,36,F,0,0
5738,24,9478,3269,24,M,1,0
5739,45,34821,3941,24,F,1,0
5740,32,86336,8249,12,F,1,0
5741,46,65899,6889,24,M,1,0
5742,58,64660,12982,6,M,0,0
5743,32,33217,7836,36,M,1,1
5744,63,47200,9120,6,F,1,0
5745,57,68621,4707,24,F,0,0
5746,44,59594,14742,24,M,1,0
5747,36,67037,6202,12,F,1,0
5748,33,76723,4841,12,F,0,0
5749,45,59901,10258,12,F,1,0
5750,24,31539,15368,12,F,1,1
5751,31,58975,12264,18,F,1,0
5752,52,46467,7177,12,M,1,0
5753,27,30637,7974,24,M,1,0
5754,31,63418,3252,24,F,1,0
5755,48,68031,19623,36,M,1,0
5756,61,48591,17758,6,F,0,0
5757,43,54807,11441,18,F,1,0
5758,43,18909,9939,18,M,1,0
5759,48,66856,4369,36,F,1,0
5760,63,61898,9270,36,M,0,0
5761,46,53753,14455,12,M,0,1
5762,45,31213,13646,36,M,0,0
5763,49,25334,7747,18,M,1,1
5764,39,80398,14003,6,F,0,0
5765,53,35006,15785,6,F,1,0
5766,56,52012,10172,18,F,1,0
5767,34,35469,14909,12,F,1,0
5768,34,15666,18251,6,F,0,0
5769,55,56720,19576,6,M,1,0
5770,50,59057,6997,12,F,1,0
5771,48,24968,12216,6,M,0,0
5772,37,66624,13516,24,F,1,0
5773,23,42100,9905,18,F,1,0
5774,36,33761,16218,6,M,1,0
5775,50,32777,10279,6,F,0,0
5776,49,63068,9235,12,F,0,0
5777,35,21143,3427,6,M,1,0
5778,45,31367,1549,12,M,1,0
5779,58,56473,8249,18,F,1,1
5780,62,54480,1000,24,F,0,1
5781,58,34670,16222,36,M,1,0
5782,43,69295,14443,18,F,1,1
5783,45,33304,13449,6,M,1,1
5784,62,46871,15564,24,M,1,0
5785,27,44886,8622,36,F,1,0
5786,42,44944,11106,36,M,1,1
5787,37,47070,8144,6,F,1,0
5788,38,46622,15545,36,F,1,0
5789,61,46437,1000,36,M,0,0
5790,30,47271,15544,18,F,1,0
5791,30,66280,1000,18,F,0,0
5792,27,46513,8969,36,F,0,0
5793,58,60379,4752,12,M,1,0
5794,47,52230,9319,6,M,1,0
5795,53,55493,7236,12,F,1,0
5796,21,61668,8076,12,F,1,0
5797,64,32895,12736,36,M,1,0
5798,54,59410,11123,6,M,1,0
5799,24,46817,14995,12,F,1,1
5800,37,35584,12091,18,F,0,0
5801,24,61636,2054,18,F,1,0
5802,63,43619,21757,6,M,0,0
5803,46,55662,1000,12,M,1,0
5804,24,9313,11572,24,M,1,0
5805,21,60891,13679,24,F,1,0
5806,27,88851,11463,6,M,1,0
5807,50,49885,8999,6,F,1,0
5808,29,46046,17432,24,M,1,0
5809,55,43080,15616,12,M,1,0
5810,28,58333,9893,12,F,1,0
5811,44,45438,7754,36,M,0,0
5812,39,59713,5913,6,F,1,0
5813,56,75836,6312,12,M,1,0
5814,63,62615,9700,24,M,1,0
5815,47,47380,1721,24,M,1,0
5816,52,33267,9966,18,F,0,0
5817,34,43876,14016,12,M,1,0
5818,38,47589,7184,36,M,1,1
5819,48,30221,9885,36,F,1,0
5820,49,66304,11537,6,M,1,0
5821,36,58536,12422,18,M,1,0
5822,55,34271,8999,24,F,1,0
5823,51,23311,18803,24,M,1,0
5824,24,60767,10017,6,M,1,0
5825,57,25349,3352,36,F,1,0
5826,37,51258,8072,36,M,0,0
5827,59,43857,16490,24,M,1,0
5828,46,61999,16098,6,F,0,0
5829,59,62173,1401,12,M,1,0
5830,61,37680,8511,18,M,0,0
5831,24,63319,7362,36,M,1,0
5832,50,45658,13895,36,F,1,0
5833,50,50284,4309,36,F,0,1
5834,42,50591,17799,12,F,1,0
5835,31,83722,2650,12,F,0,0
5836,22,48209,9299,18,M,0,0
5837,64,24921,3976,36,M,1,0
5838,32,39279,13284,24,F,1,0
5839,50,61070,1000,36,F,0,0
5840,56,45738,9142,18,F,1,0
5841,38,50224,9044,18,M,1,0
5842,46,43520,5519,24,M,0,1
5843,27,7750,16093,12,M,1,0
5844,21,38329,18518,24,M,1,0
5845,46,48840,7985,18,F,0,1
5846,43,23457,10646,24,M,1,0
5847,46,32317,6913,36,M,1,0
5848,26,44899,3684,18,F,1,0
5849,26,45030,4411,12,F,1,0
5850,64,55916,4543,12,M,1,1
5851,28,45847,16245,24,M,0,0
5852,44,55364,12150,24,M,1,0
5853,42,39499,5234,24,F,1,0
5854,39,53173,5681,36,F,1,0
5855,57,72066,5014,12,F,1,0
5856,38,54334,1000,18,F,1,0
5857,51,46474,12595,18,F,1,0
5858,57,35858,9363,12,M,1,0
5859,50,51304,18548,24,M,1,0
5860,62,46730,1000,6,M,0,0
5861,53,58429,14241,24,M,1,0
5862,30,22671,14684,12,M,1,1
5863,57,47178,15341,36,M,1,0
5864,32,56289,11228,24,M,1,0
5865,50,51940,14613,18,F,0,0
5866,47,45012,11528,36,M,1,0
5867,59,44804,6257,12,F,1,0
5868,29,33517,7993,6,M,0,0
5869,41,55683,7860,24,M,1,0
5870,32,56373,15819,36,F,1,0
5871,49,28803,16397,36,F,1,0
5872,53,61469,14072,18,M,0,0
5873,63,40180,10306,24,M,0,0
5874,35,44360,1000,6,M,1,0
5875,22,77808,14118,36,M,1,0
5876,59,74028,13908,18,M,1,0
5877,64,28301,11424,24,F,1,0
5878,38,30815,12396,24,F,1,0
5879,23,34235,5941,6,F,1,0
5880,27,73793,8283,18,M,1,1
5881,63,40891,5896,6,M,1,0
5882,38,27887,9223,36,F,1,0
5883,64,68486,14385,12,F,1,0
5884,58,58909,12193,12,M,0,1
5885,57,83764,4778,6,M,1,0
5886,53,58878,19160,6,M,0,0
5887,64,49521,10865,12,M,1,0
5888,51,53790,6629,36,M,1,0
5889,31,43205,8494,6,F,1,0
5890,24,69582,7225,36,F,1,0
5891,38,70374,11130,36,M,0,0
5892,24,26256,3386,18,M,0,0
5893,54,64137,11471,36,M,1,0
5894,49,33933,14200,24,M,1,0
5895,44,86206,13298,12,M,1,0
5896,42,72755,11324,12,M,1,0
5897,22,32929,12878,6,M,0,0
5898,64,53584,11961,6,M,1,0
5899,26,64896,15233,18,F,1,0
5900,62,40644,8802,18,M,0,0
5901,45,29504,5432,24,F,1,0
5902,41,51526,11828,6,F,1,1
5903,36,47609,15418,12,M,0,0
5904,51,36285,8047,24,M,1,0
5905,34,68541,17987,6,F,1,1
5906,59,30665,11907,24,M,0,0
5907,48,48382,14641,36,M,1,0
5908,52,52727,4191,36,M,1,0
5909,48,54634,13954,24,F,1,0
5910,29,66960,12339,6,M,1,0
5911,42,46399,20559,36,F,1,0
5912,52,10948,12579,36,M,1,0
5913,25,44198,13269,24,M,1,0
5914,43,60884,5899,36,F,0,0
5915,25,47837,11586,12,F,1,0
5916,62,47948,15728,36,F,1,0
5917,52,57893,8266,24,M,1,0
5918,30,59870,6440,36,M,0,0
5919,59,23204,20043,36,F,1,0
5920,35,49719,8611,18,F,1,0
5921,27,47071,14525,24,M,1,1
5922,49,51126,7610,24,M,1,0
5923,23,20453,7810,18,M,0,0
5924,39,69846,9385,18,M,0,0
5925,30,50100,12865,12,M,1,0
5926,48,56374,15840,36,F,1,1
5927,49,76489,7195,6,M,1,1
5928,35,56519,15603,6,M,1,0
5929,55,26901,10691,18,M,1,0
5930,26,48703,9120,24,F,1,0
5931,32,60123,12797,24,F,1,1
5932,58,50849,17145,12,M,0,0
5933,33,75602,12577,6,M,1,0
5934,49,37160,6367,24,F,1,0
5935,39,68676,10730,12,M,1,0
5936,23,62586,12810,12,F,0,0
5937,28,51331,7033,18,F,1,0
5938,28,54969,11404,6,F,0,0
5939,40,35334,6408,12,M,1,0
5940,24,45391,13171,12,F,1,0
5941,41,58656,17322,12,M,0,0
5942,23,47763,9595,6,F,1,0
5943,28,50903,13727,18,F,0,0
5944,43,64886,15124,36,F,1,0
5945,36,21391,7854,24,F,1,0
5946,33,55540,12116,6,F,0,0
5947,23,76648,15692,6,M,1,1
5948,29,44347,18184,6,F,1,0
5949,34,31335,8608,36,F,1,0
5950,33,44163,4364,24,M,0,1
5951,27,27243,12918,24,M,1,0
5952,35,53385,11144,12,F,1,0
5953,27,48894,10151,12,M,1,0
5954,58,54780,7403,18,F,1,1
5955,54,48031,14420,6,F,1,0
5956,61,52938,7056,18,F,1,1
5957,42,56757,6623,6,M,1,0
5958,44,32035,9338,24,F,0,0
5959,57,55191,14644,18,M,1,0
5960,64,71723,3218,24,F,1,0
5961,21,35574,4925,12,F,0,0
5962,30,54624,5902,24,M,0,0
5963,63,69420,19916,36,F,1,0
5964,36,32674,11412,18,F,1,0
5965,28,61967,4786,6,M,1,0
5966,45,46669,9345,24,M,1,0
5967,32,65170,13865,18,F,1,0
5968,45,37633,19999,6,F,1,0
5969,37,49864,2308,18,M,1,0
5970,46,27222,4626,18,F,0,0
5971,34,56559,8308,36,F,1,0
5972,61,56731,8484,24,M,0,0
5973,56,58112,8404,36,M,0,0
5974,43,57373,9438,12,F,0,0
5975,63,48633,20143,18,M,1,1
5976,26,27835,3671,24,M,1,0
5977,25,64881,10799,12,M,1,0
5978,63,49423,12804,12,F,0,0
5979,45,55902,2741,36,F,1,0
5980,38,47221,17171,12,M,0,1
5981,33,79381,9215,6,M,1,1
5982,63,41485,4581,6,F,1,0
5983,34,40908,17733,6,F,1,0
5984,48,26575,13406,12,F,0,0
5985,38,51693,7286,18,F,1,0
5986,48,77876,13625,24,M,1,0
5987,47,51875,11938,6,M,1,0
5988,52,53406,2317,6,F,0,0
5989,29,64598,2806,6,F,1,0
5990,60,52431,11683,36,M,1,0
5991,52,67989,1142,36,F,0,1
5992,40,70216,15027,6,F,1,0
5993,48,41105,3095,6,M,1,0
5994,53,28543,14603,36,M,1,0
5995,24,60343,17117,24,F,0,0
5996,54,54839,12448,18,F,1,0
5997,23,34312,1000,24,F,1,0
5998,46,39829,15601,18,M,0,1
5999,28,39782,7817,12,F,1,0
6000,26,52211,9712,12,M,1,0
6001,36,64960,6283,24,F,1,1
6002,44,65800,18410,36,F,1,0
6003,59,61862,10887,6,M,0,0
6004,50,45618,7969,12,M,1,0
6005,33,83301,16697,36,F,0,0
6006,25,50498,14397,36,M,0,0
6007,45,44167,4337,18,F,1,0
6008,40,29509,11670,12,M,1,1
6009,38,44786,11101,24,M,1,0
6010,38,56581,2639,36,F,1,0
6011,22,26206,14135,24,M,0,0
6012,30,35688,9854,24,F,1,1
6013,32,42989,20755,12,M,1,0
6014,33,38369,17048,24,M,0,0
6015,31,37131,11110,24,F,0,0
6016,39,66869,9563,6,F,0,0
6017,55,25239,1000,24,M,1,0
6018,59,52630,14211,6,F,0,0
6019,46,57786,9658,12,F,1,0
6020,34,42738,7662,24,F,1,1
6021,64,46595,10107,36,F,0,0
6022,44,49391,17764,24,M,1,0
6023,61,59514,16823,6,F,1,0
6024,21,72960,16809,36,M,1,0
6025,63,30732,4808,12,F,0,1
6026,42,36256,17898,18,F,1,0
6027,43,37011,7549,18,F,1,0
6028,39,49811,13731,6,F,1,0
6029,38,44003,13137,12,M,0,0
6030,32,59996,9295,12,F,0,0
6031,48,40152,11071,24,F,0,0
6032,48,36676,1783,18,M,0,0
6033,53,38552,10294,24,F,0,0
6034,39,51735,8822,12,F,1,0
6035,48,64458,20982,6,F,1,0
6036,57,49333,10144,6,F,1,0
6037,46,41627,6426,36,M,0,0
6038,55,34534,10575,6,M,0,1
6039,54,71924,6640,18,M,1,0
6040,55,23585,2905,36,M,0,0
6041,60,47208,12060,18,F,1,0
6042,36,61095,10038,24,F,1,1
6043,58,47002,14965,24,M,0,0
6044,33,41505,17280,6,F,1,0
6045,43,58034,19446,36,F,1,0
6046,42,33593,11148,18,M,1,0
6047,36,23888,13457,18,M,1,1
6048,48,55297,11407,12,M,1,1
6049,55,35072,1000,6,F,1,0
6050,28,51975,16179,24,F,1,0
6051,64,48151,12729,12,F,1,0
6052,42,53915,12796,24,F,1,1
6053,41,46593,7437,24,F,0,0
6054,46,58272,6785,18,F,0,0
6055,60,39446,9660,24,M,1,0
6056,41,61718,12789,36,M,0,0
6057,45,31735,1000,24,M,1,0
6058,61,67589,11010,36,M,1,0
6059,21,80774,18442,24,F,0,1
6060,26,51621,9343,12,M,0,0
6061,43,73537,1000,18,M,0,0
6062,43,77426,9056,12,M,1,0
6063,63,45185,11474,18,M,1,1
6064,63,50717,11880,12,F,1,0
6065,43,37788,10773,6,M,1,0
6066,52,38755,19680,24,F,1,1
6067,50,53493,10704,24,M,1,0
6068,33,25462,10959,6,F,1,0
6069,63,62521,7154,6,M,0,1
6070,38,52509,14721,36,F,1,1
6071,43,60219,18485,12,F,1,1
6072,35,47269,6859,24,F,1,0
6073,53,60087,9456,36,M,1,0
6074,41,53714,1000,24,M,0,0
6075,59,57608,5816,6,M,1,0
6076,43,63525,19846,36,F,0,1
6077,47,31025,8513,36,F,0,1
6078,64,39453,11134,36,F,1,1
6079,38,84722,6356,12,M,0,0
6080,44,53109,12239,36,M,1,0
6081,60,24248,9127,24,F,1,1
6082,62,24331,12054,12,M,1,0
6083,27,48875,10523,24,F,1,0
6084,40,42154,17216,36,M,1,0
6085,47,37904,10842,36,F,1,0
6086,26,76897,5828,24,F,1,1
6087,47,44463,6818,18,F,1,0
6088,29,62314,1000,36,M,1,0
6089,51,53751,10627,36,M,0,1
6090,41,45576,9682,12,F,0,1
6091,46,32874,17566,24,M,1,0
6092,60,61538,4135,36,M,1,0
6093,33,14834,6511,24,F,1,1
6094,43,63060,6564,12,M,1,1
6095,40,52269,8732,24,M,0,0
6096,57,59278,3695,24,M,0,0
6097,48,50116,8607,12,M,1,0
6098,37,31484,10093,36,F,1,0
6099,48,56023,10243,24,M,1,1
6100,61,62733,16366,18,M,1,0
6101,22,42812,9851,36,M,1,1
6102,45,59860,9732,12,F,1,0
6103,61,54448,15725,6,F,1,0
6104,26,56758,9988,18,F,1,0
6105,31,37106,3920,36,M,1,0
6106,58,69232,4612,12,F,1,0
6107,26,54440,4660,18,M,0,0
6108,31,62475,3906,36,F,1,0
6109,34,44177,19991,6,F,1,0
6110,22,64734,4639,36,M,1,1
6111,60,43670,9791,6,F,1,1
6112,23,36623,10274,6,F,1,0
6113,55,76577,9115,24,F,0,0
6114,53,14410,6101,12,F,1,0
6115,44,94848,12276,24,F,1,0
6116,39,60526,2380,6,M,1,0
6117,38,45277,4670,12,M,0,0
6118,44,54891,15609,12,F,1,0
6119,55,60534,4512,12,M,1,0
6120,21,45013,16487,18,M,0,0
6121,56,80528,16914,36,F,0,0
6122,45,72133,17013,6,F,1,0
6123,63,90902,14219,12,M,1,1
6124,54,31678,3103,18,F,1,1
6125,45,53229,2308,18,M,1,0
6126,36,29194,4401,6,M,0,0
6127,54,33627,5238,24,F,0,0
6128,49,45105,3499,18,F,0,0
6129,39,45377,6580,6,M,0,0
6130,43,55548,13847,18,M,1,0
6131,39,48340,13254,6,F,0,0
6132,45,61999,11478,12,F,0,1
6133,36,54783,8926,24,F,0,0
6134,29,74712,9658,18,F,1,0
6135,21,62432,11505,18,F,1,1
6136,62,32315,7633,18,F,0,0
6137,39,47817,14886,36,M,0,0
6138,53,48829,3426,36,M,1,0
6139,54,56598,6115,12,F,1,0
6140,36,66129,5371,18,M,1,0
6141,64,54239,12288,24,M,0,0
6142,60,58672,3998,36,M,1,0
6143,38,32986,5414,6,M,1,0
6144,54,43111,12121,6,M,0,0
6145,45,21318,5655,6,M,1,0
6146,26,56629,14191,12,M,1,1
6147,41,62622,14073,18,M,1,0
6148,26,30215,7310,18,F,1,0
6149,52,52376,10638,36,F,1,1
6150,61,48465,20296,6,F,1,0
6151,63,75326,14360,12,F,1,0
6152,59,36584,12470,24,M,1,0
6153,51,63772,17759,18,F,1,0
6154,62,67146,5181,18,F,1,0
6155,30,47075,16279,12,M,1,0
6156,50,54387,11778,36,F,1,0
6157,38,66161,17285,12,F,1,0
6158,44,33507,7389,36,M,1,0
6159,29,43592,16962,18,F,1,0
6160,51,52793,1288,36,F,1,0
6161,35,80960,8120,36,M,1,0
6162,24,44003,11362,36,M,1,0
6163,60,45970,13284,36,F,1,0
6164,29,73206,1000,6,F,0,1
6165,29,59944,3771,6,F,1,1
6166,46,82738,4581,6,M,0,0
6167,24,66398,5321,6,F,1,0
6168,37,47809,6247,12,F,1,1
6169,36,45676,10823,24,F,1,1
6170,35,37631,17381,36,F,0,0
6171,55,30424,8123,12,M,1,0
6172,25,55112,17729,6,M,0,0
6173,25,59404,10424,36,F,1,0
6174,40,61211,8929,24,F,1,0
6175,35,48147,15225,36,M,1,0
6176,38,78951,9219,18,M,0,0
6177,22,29623,6089,18,M,0,0
6178,49,27924,16630,12,M,1,0
6179,33,37705,9808,24,F,0,0
6180,24,50089,18955,12,M,1,0
6181,62,33543,8225,36,M,1,0
6182,30,70204,3342,24,F,1,0
6183,51,38915,6152,12,F,1,0
6184,61,36236,6646,36,F,0,0
6185,28,65826,9521,6,F,1,0
6186,23,53111,6028,36,F,1,0
6187,29,61770,3735,12,F,0,0
6188,50,49286,8385,24,F,1,0
6189,31,54076,10457,24,M,0,0
6190,55,28496,12058,6,M,1,0
6191,57,47782,9915,12,F,1,0
6192,62,34279,16830,6,M,0,0
6193,33,79315,10307,18,M,0,0
6194,56,69392,1000,36,F,0,0
6195,33,40191,11252,18,M,0,0
6196,32,46886,10037,18,M,1,0
6197,57,47593,13676,6,M,1,0
6198,30,82309,4403,6,M,0,1
6199,29,55945,15307,36,F,0,1
6200,27,43581,11334,6,M,1,1
6201,22,52200,10678,6,M,1,0
6202,43,26945,14692,6,F,1,0
6203,59,48894,15797,6,M,1,0
6204,60,33786,15310,6,F,1,0
6205,59,22285,1000,18,M,0,0
6206,41,79798,2887,18,M,0,0
6207,43,49595,7801,36,F,0,0
6208,49,38426,4055,24,F,1,1
6209,34,24542,6523,36,F,1,0
6210,46,46683,9743,12,M,0,0
6211,25,47762,7649,36,F,1,0
6212,51,61475,9879,36,F,1,0
6213,45,35692,16798,6,M,1,1
6214,51,41993,18903,6,F,0,0
6215,40,36131,11866,6,M,0,0
6216,64,46729,16675,24,M,0,0
6217,37,20105,8005,6,F,1,0
6218,22,37936,6876,12,F,1,0
6219,45,59445,9624,18,M,1,0
6220,33,31618,8437,12,F,0,0
6221,59,64992,13378,24,M,1,0
6222,48,63100,10072,6,F,1,0
6223,62,64355,17546,36,F,0,0
6224,26,49932,10597,18,M,0,0
6225,23,48583,6464,24,M,1,0
6226,55,54794,7635,12,F,1,0
6227,38,69804,7029,6,M,1,0
6228,31,68439,13655,24,F,1,1
6229,40,25066,9474,24,F,1,0
6230,25,36885,10591,36,M,1,0
6231,39,34190,12092,36,M,0,0
6232,42,60901,12695,36,M,1,0
6233,39,39810,15289,12,F,1,0
6234,36,46949,11679,36,F,1,0
6235,44,75619,5203,24,M,1,0
6236,61,66813,7568,24,M,1,0
6237,24,70642,7563,24,F,1,0
6238,35,39245,6361,18,F,0,1
6239,45,8428,15189,18,M,1,0
6240,64,44067,9257,12,M,1,0
6241,55,28400,10892,36,F,1,0
6242,34,20839,11671,24,F,1,0
6243,39,66930,11045,36,M,1,0
6244,58,36622,11549,24,F,0,0
6245,56,37901,22039,18,F,0,0
6246,27,44513,13382,24,F,1,0
6247,50,74697,5396,12,M,0,0
6248,39,47575,11581,6,F,1,0
6249,45,64273,10528,24,M,0,0
6250,36,45269,3055,12,F,1,0
6251,60,26293,1000,18,F,1,0
6252,28,32152,10708,18,M,1,0
6253,38,49943,8599,6,M,0,0
6254,48,51614,4255,36,F,0,0
6255,36,58140,7295,36,M,0,0
6256,39,58146,8703,24,M,0,0
6257,62,63502,7085,18,M,0,0
6258,37,38462,11358,12,F,0,0
6259,33,77408,10877,6,M,1,0
6260,27,78781,13993,36,F,0,0
6261,47,42191,15785,24,M,1,0
6262,30,38091,13220,24,M,0,0
6263,54,23227,6590,18,F,1,0
6264,56,52563,10841,12,F,0,0
6265,45,56786,1974,12,M,1,0
6266,26,41310,7625,36,F,1,0
6267,44,54241,1000,24,F,1,0
6268,38,29182,8236,18,M,1,0
6269,43,64515,7323,12,M,1,0
6270,26,42035,13455,24,F,1,0
6271,49,54331,5164,12,M,1,0
6272,45,53152,10854,6,F,0,1
6273,37,20593,8107,12,F,1,0
6274,44,62510,7874,12,F,1,0
6275,31,38233,6155,24,M,1,0
6276,46,53037,11501,12,F,1,0
6277,54,28851,9194,12,M,0,0
6278,48,42809,5212,6,F,1,1
6279,23,55448,10659,12,F,0,0
6280,31,33810,11531,12,F,0,0
6281,58,34632,17638,24,M,1,0
6282,34,51876,7094,18,M,1,0
6283,46,47487,8061,6,F,1,0
6284,41,55239,3544,12,F,0,0
6285,59,44482,7762,18,M,1,0
